location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
2162178,"Berlin Leipziger Straße (MC)","pm25",33.28,"µg/m³","2025-11-08T04:00:00Z","2025-11-08T05:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",30.09,"µg/m³","2025-11-08T05:00:00Z","2025-11-08T06:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",26.47,"µg/m³","2025-11-08T06:00:00Z","2025-11-08T07:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",22.86,"µg/m³","2025-11-08T07:00:00Z","2025-11-08T08:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",21.27,"µg/m³","2025-11-08T08:00:00Z","2025-11-08T09:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",21.32,"µg/m³","2025-11-08T09:00:00Z","2025-11-08T10:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",21.56,"µg/m³","2025-11-08T10:00:00Z","2025-11-08T11:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",23.39,"µg/m³","2025-11-08T11:00:00Z","2025-11-08T12:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",29.48,"µg/m³","2025-11-08T12:00:00Z","2025-11-08T13:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",28.21,"µg/m³","2025-11-08T13:00:00Z","2025-11-08T14:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",26.47,"µg/m³","2025-11-08T14:00:00Z","2025-11-08T15:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",25.25,"µg/m³","2025-11-08T15:00:00Z","2025-11-08T16:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",23.67,"µg/m³","2025-11-08T16:00:00Z","2025-11-08T17:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",23.99,"µg/m³","2025-11-08T17:00:00Z","2025-11-08T18:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",23.63,"µg/m³","2025-11-08T18:00:00Z","2025-11-08T19:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",27.48,"µg/m³","2025-11-08T20:00:00Z","2025-11-08T21:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",29.51,"µg/m³","2025-11-08T21:00:00Z","2025-11-08T22:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",31.65,"µg/m³","2025-11-08T22:00:00Z","2025-11-08T23:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",30.21,"µg/m³","2025-11-08T23:00:00Z","2025-11-09T00:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
2162178,"Berlin Leipziger Straße (MC)","pm25",31.88,"µg/m³","2025-11-09T00:00:00Z","2025-11-09T01:00:00+01:00","Europe/Berlin",52.50981299973173,13.382376999608192,,,,"Unknown Governmental Organization","EEA"
